species,locus,accession,seq_len,sci_name,ncbi_name,ncbi_taxid,outgroup
Pityrogramma_calomelanos,plastome,MT130613,66954,Pityrogramma calomelanos (L.) Link,Pityrogramma calomelanos (L.) Link,164274,FALSE
Pityrogramma_ochracea,atpA,KM007573,1754,Pityrogramma ochracea (C. Presl) Domin,Pityrogramma ochracea (C.Presl) Domin,1643357,FALSE
Pityrogramma_ochracea,atpB,KM007690,1165,Pityrogramma ochracea (C. Presl) Domin,Pityrogramma ochracea (C.Presl) Domin,1643357,FALSE
Pityrogramma_ochracea,rbcL,KM008142,1272,Pityrogramma ochracea (C. Presl) Domin,Pityrogramma ochracea (C.Presl) Domin,1643357,FALSE
Pityrogramma_ochracea,rps4,KM007803,571,Pityrogramma ochracea (C. Presl) Domin,Pityrogramma ochracea (C.Presl) Domin,1643357,FALSE
Pityrogramma_ochracea,rps4-trnS,KM007803,384,Pityrogramma ochracea (C. Presl) Domin,Pityrogramma ochracea (C.Presl) Domin,1643357,FALSE
Pityrogramma_ochracea,trnL-trnF,KM008029,604,Pityrogramma ochracea (C. Presl) Domin,Pityrogramma ochracea (C.Presl) Domin,1643357,FALSE
Pityrogramma_sulphurea,atpA,KU744786,1499,Pityrogramma sulphurea (Sw.) Maxon,Pityrogramma sulphurea (Sw.) Maxon,1868143,FALSE
Pityrogramma_sulphurea,atpB,KU744794,1277,Pityrogramma sulphurea (Sw.) Maxon,Pityrogramma sulphurea (Sw.) Maxon,1868143,FALSE
Pityrogramma_sulphurea,rbcL,KU744809,1282,Pityrogramma sulphurea (Sw.) Maxon,Pityrogramma sulphurea (Sw.) Maxon,1868143,FALSE
Pityrogramma_tartarea,atpA,KM007574,1756,Pityrogramma tartarea var. aurata (T. Moore) R. M. Tryon,Pityrogramma presliana Domin,1643358,FALSE
Pityrogramma_tartarea,atpB,KM007691,1171,Pityrogramma tartarea var. aurata (T. Moore) R. M. Tryon,Pityrogramma presliana Domin,1643358,FALSE
Pityrogramma_tartarea,rbcL,KM008143,1286,Pityrogramma tartarea var. aurata (T. Moore) R. M. Tryon,Pityrogramma presliana Domin,1643358,FALSE
Pityrogramma_tartarea,rps4,KM007804,571,Pityrogramma tartarea var. aurata (T. Moore) R. M. Tryon,Pityrogramma presliana Domin,1643358,FALSE
Pityrogramma_tartarea,rps4-trnS,KM007804,383,Pityrogramma tartarea var. aurata (T. Moore) R. M. Tryon,Pityrogramma presliana Domin,1643358,FALSE
Pityrogramma_tartarea,trnL-trnF,KM008030,603,Pityrogramma tartarea var. aurata (T. Moore) R. M. Tryon,Pityrogramma presliana Domin,1643358,FALSE
Pityrogramma_trifoliata,plastome,MH173075,66993,Pityrogramma trifoliata (L.) R. M. Tryon,Pityrogramma trifoliata (L.) R.M.Tryon,164275,FALSE
Plagiogyria_adnata,plastome,MN623362,67186,Plagiogyria adnata (Blume) Bedd.,Plagiogyria subadnata Ching,2746213,FALSE
Plagiogyria_egenolfioides,atpB,AM176611,1228,Plagiogyria egenolfioides (Baker) Copel.,Plagiogyria egenolfioides (Baker) Copel.,361662,FALSE
Plagiogyria_euphlebia,plastome,MN027504,67113,Plagiogyria euphlebia (Kunze) Mett.,Plagiogyria euphlebia (Kunze) Mett.,872800,FALSE
Plagiogyria_glauca,plastome,KP136831,61529,Plagiogyria glauca (Blume) Mett.,Plagiogyria glauca (Blume) Mett.,361663,FALSE
Plagiogyria_japonica,atpB,AF313547,1189,Plagiogyria japonica Nakai,Plagiogyria japonica Nakai,32161,FALSE
Plagiogyria_japonica,rbcL,EU352308,1298,Plagiogyria japonica Nakai,Plagiogyria japonica Nakai,32161,FALSE
Plagiogyria_japonica,rps4,AF313597,577,Plagiogyria japonica Nakai,Plagiogyria japonica Nakai,32161,FALSE
Plagiogyria_japonica,rps4-trnS,AF313597,124,Plagiogyria japonica Nakai,Plagiogyria japonica Nakai,32161,FALSE
Plagiogyria_koidzumii,rbcL,AB574745,1205,Plagiogyria koidzumii Tagawa,Plagiogyria koidzumii Tagawa,872801,FALSE
Plagiogyria_matsumureana,rbcL,AB574746,1205,Plagiogyria matsumureana (Makino) Makino,Plagiogyria matsumureana (Makino) Makino,361664,FALSE
Plagiogyria_pectinata,atpA,AM176455,1514,Plagiogyria pectinata (Liebm.) Lellinger,Plagiogyria pectinata (Liebm.) Lellinger,361553,FALSE
Plagiogyria_pectinata,atpB,AM176614,1482,Plagiogyria pectinata (Liebm.) Lellinger,Plagiogyria pectinata (Liebm.) Lellinger,361553,FALSE
Plagiogyria_pectinata,rbcL,AM177347,1203,Plagiogyria pectinata (Liebm.) Lellinger,Plagiogyria pectinata (Liebm.) Lellinger,361553,FALSE
Plagiogyria_stenoptera,rbcL,AB574747,1205,Plagiogyria stenoptera (Hance) Diels,Plagiogyria stenoptera (Hance) Diels,389502,FALSE
Plagiogyria_wakabae,rbcL,AB574744,1205,Plagiogyria × wakabae Kurata ex Nakaike,Plagiogyria x wakabae Sa.Kurata ex Nakaike,2614062,FALSE
Platycerium_alcicorne,rbcL,DQ164445,1298,Platycerium alcicorne Desv.,Platycerium alcicorne Desv.,85331,FALSE
Platycerium_alcicorne,rps4,DQ164476,568,Platycerium alcicorne Desv.,Platycerium alcicorne Desv.,85331,FALSE
Platycerium_alcicorne,rps4-trnS,DQ164476,553,Platycerium alcicorne Desv.,Platycerium alcicorne Desv.,85331,FALSE
Platycerium_alcicorne,trnL-trnF,DQ164509,299,Platycerium alcicorne Desv.,Platycerium alcicorne Desv.,85331,FALSE
Platycerium_andinum,rbcL,DQ164446,1298,Platycerium andinum Baker,Platycerium andinum Baker,347920,FALSE
Platycerium_andinum,rps4,DQ164477,575,Platycerium andinum Baker,Platycerium andinum Baker,347920,FALSE
Platycerium_andinum,rps4-trnS,DQ164477,557,Platycerium andinum Baker,Platycerium andinum Baker,347920,FALSE
Platycerium_andinum,trnL-trnF,DQ164510,264,Platycerium andinum Baker,Platycerium andinum Baker,347920,FALSE
Platycerium_bifurcatum,plastome,MN623367,66997,Platycerium bifurcatum (Cav.) C. Chr.,Platycerium bifurcatum (Cav.) C.Chr.,187371,FALSE
Platycerium_coronarium,atpB,JX103669,654,Platycerium coronarium (D. Koenig ex O. F. Müll.) Desv.,Platycerium coronarium (J.Koenig ex O.F.Muell.) Desv.,347921,FALSE
Platycerium_coronarium,rbcL,JX103711,1178,Platycerium coronarium (D. Koenig ex O. F. Müll.) Desv.,Platycerium coronarium (J.Koenig ex O.F.Muell.) Desv.,347921,FALSE
Platycerium_coronarium,rps4,JX103753,542,Platycerium coronarium (D. Koenig ex O. F. Müll.) Desv.,Platycerium coronarium (J.Koenig ex O.F.Muell.) Desv.,347921,FALSE
Platycerium_coronarium,rps4-trnS,JX103753,508,Platycerium coronarium (D. Koenig ex O. F. Müll.) Desv.,Platycerium coronarium (J.Koenig ex O.F.Muell.) Desv.,347921,FALSE
Platycerium_coronarium,trnL-trnF,JX103795,222,Platycerium coronarium (D. Koenig ex O. F. Müll.) Desv.,Platycerium coronarium (J.Koenig ex O.F.Muell.) Desv.,347921,FALSE
Platycerium_elephantotis,rbcL,DQ164449,1241,Platycerium elephantotis Schweinf.,Platycerium elephantotis Schweinf.,194887,FALSE
Platycerium_elephantotis,rps4,DQ164480,574,Platycerium elephantotis Schweinf.,Platycerium elephantotis Schweinf.,194887,FALSE
Platycerium_elephantotis,rps4-trnS,AY096222,557,Platycerium elephantotis Schweinf.,Platycerium elephantotis Schweinf.,194887,FALSE
Platycerium_elephantotis,trnL-trnF,DQ164513,282,Platycerium elephantotis Schweinf.,Platycerium elephantotis Schweinf.,194887,FALSE
Platycerium_ellisii,rbcL,DQ164450,706,Platycerium ellisii Baker,Platycerium ellisii Baker,347922,FALSE
Platycerium_ellisii,rps4,DQ164481,562,Platycerium ellisii Baker,Platycerium ellisii Baker,347922,FALSE
Platycerium_ellisii,rps4-trnS,DQ164481,557,Platycerium ellisii Baker,Platycerium ellisii Baker,347922,FALSE
Platycerium_ellisii,trnL-trnF,DQ164514,245,Platycerium ellisii Baker,Platycerium ellisii Baker,347922,FALSE
Platycerium_grande,rbcL,DQ164451,1291,Platycerium grande (Fée) Kunze,Platycerium grande J. Sm.,347923,FALSE
Platycerium_grande,rps4,DQ164482,565,Platycerium grande (Fée) Kunze,Platycerium grande J. Sm.,347923,FALSE
Platycerium_grande,rps4-trnS,DQ164482,425,Platycerium grande (Fée) Kunze,Platycerium grande J. Sm.,347923,FALSE
Platycerium_grande,trnL-trnF,DQ164515,313,Platycerium grande (Fée) Kunze,Platycerium grande J. Sm.,347923,FALSE
Platycerium_hillii,rbcL,DQ164452,1277,Platycerium hillii T. Moore,Platycerium hillii T.Moore,347924,FALSE
Platycerium_hillii,rps4,DQ164483,575,Platycerium hillii T. Moore,Platycerium hillii T.Moore,347924,FALSE
Platycerium_hillii,rps4-trnS,DQ164483,545,Platycerium hillii T. Moore,Platycerium hillii T.Moore,347924,FALSE
Platycerium_hillii,trnL-trnF,DQ164516,266,Platycerium hillii T. Moore,Platycerium hillii T.Moore,347924,FALSE
Platycerium_holttumii,rbcL,DQ164453,1285,Platycerium holttumii de Jonch. & Hennipman,Platycerium holttumii de Jonch. & Hennipman,347925,FALSE
Platycerium_holttumii,rps4,DQ164484,555,Platycerium holttumii de Jonch. & Hennipman,Platycerium holttumii de Jonch. & Hennipman,347925,FALSE
Platycerium_holttumii,rps4-trnS,DQ164484,497,Platycerium holttumii de Jonch. & Hennipman,Platycerium holttumii de Jonch. & Hennipman,347925,FALSE
Platycerium_holttumii,trnL-trnF,DQ164517,310,Platycerium holttumii de Jonch. & Hennipman,Platycerium holttumii de Jonch. & Hennipman,347925,FALSE
Platycerium_madagascariense,rbcL,DQ164454,1256,Platycerium madagascariense Baker,Platycerium madagascariense Baker,347926,FALSE
Platycerium_madagascariense,rps4,DQ164485,575,Platycerium madagascariense Baker,Platycerium madagascariense Baker,347926,FALSE
Platycerium_madagascariense,rps4-trnS,DQ164485,557,Platycerium madagascariense Baker,Platycerium madagascariense Baker,347926,FALSE
Platycerium_madagascariense,trnL-trnF,DQ164518,300,Platycerium madagascariense Baker,Platycerium madagascariense Baker,347926,FALSE
Platycerium_quadridichotomum,rbcL,DQ164455,1320,Platycerium quadridichotomum (Bonap.) Tardieu,Platycerium quadridichotomum (Bonap.) Tardieu,347927,FALSE
Platycerium_quadridichotomum,rps4,DQ164486,570,Platycerium quadridichotomum (Bonap.) Tardieu,Platycerium quadridichotomum (Bonap.) Tardieu,347927,FALSE
Platycerium_quadridichotomum,rps4-trnS,DQ164486,543,Platycerium quadridichotomum (Bonap.) Tardieu,Platycerium quadridichotomum (Bonap.) Tardieu,347927,FALSE
Platycerium_quadridichotomum,trnL-trnF,DQ164519,293,Platycerium quadridichotomum (Bonap.) Tardieu,Platycerium quadridichotomum (Bonap.) Tardieu,347927,FALSE
Platycerium_ridleyi,rbcL,DQ164456,708,Platycerium ridleyi Christ,Platycerium ridleyi Christ,347928,FALSE
Platycerium_ridleyi,rps4,DQ164487,574,Platycerium ridleyi Christ,Platycerium ridleyi Christ,347928,FALSE
Platycerium_ridleyi,rps4-trnS,DQ164487,559,Platycerium ridleyi Christ,Platycerium ridleyi Christ,347928,FALSE
Platycerium_ridleyi,trnL-trnF,DQ164520,281,Platycerium ridleyi Christ,Platycerium ridleyi Christ,347928,FALSE
Platycerium_stemaria,atpA,EF463837,1506,Platycerium stemaria (P. Beauv.) Desv.,Platycerium stemaria (P.Beauv.) Desv.,347929,FALSE
Platycerium_stemaria,atpB,EF463506,1278,Platycerium stemaria (P. Beauv.) Desv.,Platycerium stemaria (P.Beauv.) Desv.,347929,FALSE
Platycerium_stemaria,rbcL,EF463257,1308,Platycerium stemaria (P. Beauv.) Desv.,Platycerium stemaria (P.Beauv.) Desv.,347929,FALSE
Platycerium_superbum,rbcL,DQ164459,1297,Platycerium superbum de Jonch. & Hennipman,Platycerium superbum de Jonch. & Hennipman,347932,FALSE
Platycerium_superbum,rps4,DQ164490,570,Platycerium superbum de Jonch. & Hennipman,Platycerium superbum de Jonch. & Hennipman,347932,FALSE
Platycerium_superbum,rps4-trnS,DQ164490,535,Platycerium superbum de Jonch. & Hennipman,Platycerium superbum de Jonch. & Hennipman,347932,FALSE
Platycerium_superbum,trnL-trnF,DQ164523,311,Platycerium superbum de Jonch. & Hennipman,Platycerium superbum de Jonch. & Hennipman,347932,FALSE
Platycerium_veitchii,rbcL,DQ164460,1307,Platycerium veitchii (Underw.) C. Chr.,Platycerium veitchii (Underw.) C.Chr.,347933,FALSE
Platycerium_veitchii,rps4,DQ164491,565,Platycerium veitchii (Underw.) C. Chr.,Platycerium veitchii (Underw.) C.Chr.,347933,FALSE
Platycerium_veitchii,rps4-trnS,DQ164491,545,Platycerium veitchii (Underw.) C. Chr.,Platycerium veitchii (Underw.) C.Chr.,347933,FALSE
Platycerium_veitchii,trnL-trnF,DQ164524,288,Platycerium veitchii (Underw.) C. Chr.,Platycerium veitchii (Underw.) C.Chr.,347933,FALSE
Platycerium_wallichii,plastome,MT130688,66894,Platycerium wallichii Hook.,Platycerium wallichii Hook.,347934,FALSE
Platycerium_wandae,rbcL,DQ164462,1312,Platycerium wandae Racib.,Platycerium wandae Racib.,347935,FALSE
Platycerium_wandae,rps4,DQ164493,574,Platycerium wandae Racib.,Platycerium wandae Racib.,347935,FALSE
Platycerium_wandae,rps4-trnS,DQ164493,526,Platycerium wandae Racib.,Platycerium wandae Racib.,347935,FALSE
Platycerium_wandae,trnL-trnF,DQ164526,302,Platycerium wandae Racib.,Platycerium wandae Racib.,347935,FALSE
Plenasium_angustifolium,rbcL,AB672748,1227,Plenasium angustifolium (Ching) A. E. Bobrov,Osmunda angustifolia Ching,569352,FALSE
Plenasium_banksiifolium,atpA,EF588677,1739,Plenasium banksiifolium (C. Presl) C. Presl,Plenasium banksiifolium (C.Presl) C.Presl,90697,FALSE
Plenasium_banksiifolium,atpB,EF588721,481,Plenasium banksiifolium (C. Presl) C. Presl,Plenasium banksiifolium (C.Presl) C.Presl,90697,FALSE
Plenasium_banksiifolium,rbcL,EF588698,1309,Plenasium banksiifolium (C. Presl) C. Presl,Plenasium banksiifolium (C.Presl) C.Presl,90697,FALSE
Plenasium_banksiifolium,rps4,EF588762,589,Plenasium banksiifolium (C. Presl) C. Presl,Plenasium banksiifolium (C.Presl) C.Presl,90697,FALSE
Plenasium_banksiifolium,rps4-trnS,EF588762,500,Plenasium banksiifolium (C. Presl) C. Presl,Plenasium banksiifolium (C.Presl) C.Presl,90697,FALSE
Plenasium_banksiifolium,trnL-trnF,EF588808,198,Plenasium banksiifolium (C. Presl) C. Presl,Plenasium banksiifolium (C.Presl) C.Presl,90697,FALSE
Plenasium_javanicum,atpA,EF588680,1739,Plenasium javanicum (Blume) C. Presl,Plenasium javanicum (Blume) C.Presl,90695,FALSE
Plenasium_javanicum,atpB,EF588724,299,Plenasium javanicum (Blume) C. Presl,Plenasium javanicum (Blume) C.Presl,90695,FALSE
Plenasium_javanicum,rbcL,EF588702,1309,Plenasium javanicum (Blume) C. Presl,Plenasium javanicum (Blume) C.Presl,90695,FALSE
Plenasium_javanicum,rps4,EF588766,594,Plenasium javanicum (Blume) C. Presl,Plenasium javanicum (Blume) C.Presl,90695,FALSE
Plenasium_javanicum,rps4-trnS,EF588766,528,Plenasium javanicum (Blume) C. Presl,Plenasium javanicum (Blume) C.Presl,90695,FALSE
Plenasium_javanicum,trnL-trnF,EF588812,198,Plenasium javanicum (Blume) C. Presl,Plenasium javanicum (Blume) C.Presl,90695,FALSE
Plenasium_vachellii,atpA,EF588686,998,Plenasium vachellii (Hook.) C. Presl,Plenasium vachellii (Hook.) C.Presl,90696,FALSE
Plenasium_vachellii,rbcL,EF588708,610,Plenasium vachellii (Hook.) C. Presl,Plenasium vachellii (Hook.) C.Presl,90696,FALSE
Plenasium_vachellii,rps4,EF588772,600,Plenasium vachellii (Hook.) C. Presl,Plenasium vachellii (Hook.) C.Presl,90696,FALSE
Plenasium_vachellii,rps4-trnS,EF588772,528,Plenasium vachellii (Hook.) C. Presl,Plenasium vachellii (Hook.) C.Presl,90696,FALSE
Plenasium_vachellii,trnL-trnF,EF588818,198,Plenasium vachellii (Hook.) C. Presl,Plenasium vachellii (Hook.) C.Presl,90696,FALSE
Pleocnemia_conjugata,trnL-trnF,KF709510,871,Pleocnemia conjugata (Blume) C. Presl,Pleocnemia conjugata (Blume) C.Presl,1461016,FALSE
Pleocnemia_cumingiana,atpB,KJ196506,1152,Pleocnemia cumingiana C. Presl,Pleocnemia cumingiana C.Pres,1524108,FALSE
Pleocnemia_cumingiana,matK,KJ196589,1232,Pleocnemia cumingiana C. Presl,Pleocnemia cumingiana C.Pres,1524108,FALSE
Pleocnemia_cumingiana,rbcL,KJ196828,1219,Pleocnemia cumingiana C. Presl,Pleocnemia cumingiana C.Pres,1524108,FALSE
Pleocnemia_cumingiana,trnL-trnF,KJ196705,259,Pleocnemia cumingiana C. Presl,Pleocnemia cumingiana C.Pres,1524108,FALSE
Pleocnemia_dahlii,atpB,KJ196507,1152,Pleocnemia dahlii (Hieron.) Holttum,Pleocnemia dahlii (Hieron.) Holttum,1524109,FALSE
Pleocnemia_dahlii,matK,KJ196588,1232,Pleocnemia dahlii (Hieron.) Holttum,Pleocnemia dahlii (Hieron.) Holttum,1524109,FALSE
Pleocnemia_dahlii,rbcL,KJ196829,1219,Pleocnemia dahlii (Hieron.) Holttum,Pleocnemia dahlii (Hieron.) Holttum,1524109,FALSE
Pleocnemia_dahlii,trnL-trnF,KJ196706,290,Pleocnemia dahlii (Hieron.) Holttum,Pleocnemia dahlii (Hieron.) Holttum,1524109,FALSE
Pleocnemia_hemiteliiformis,atpA,KF709455,486,Pleocnemia hemiteliiformis (Racib.) Holttum,Pleocnemia hemiteliiformis (Racib.) Holttum,1461017,FALSE
Pleocnemia_hemiteliiformis,atpB,KF709465,1257,Pleocnemia hemiteliiformis (Racib.) Holttum,Pleocnemia hemiteliiformis (Racib.) Holttum,1461017,FALSE
Pleocnemia_hemiteliiformis,rbcL,KF709482,1243,Pleocnemia hemiteliiformis (Racib.) Holttum,Pleocnemia hemiteliiformis (Racib.) Holttum,1461017,FALSE
Pleocnemia_hemiteliiformis,trnL-trnF,KF709511,883,Pleocnemia hemiteliiformis (Racib.) Holttum,Pleocnemia hemiteliiformis (Racib.) Holttum,1461017,FALSE
Pleocnemia_irregularis,atpB,KJ196439,1152,Pleocnemia irregularis (C. Presl) Holttum,Pleocnemia irregularis (C.Presl) Holttum,1461018,FALSE
Pleocnemia_irregularis,matK,KJ196575,1232,Pleocnemia irregularis (C. Presl) Holttum,Pleocnemia irregularis (C.Presl) Holttum,1461018,FALSE
Pleocnemia_irregularis,rbcL,KJ196856,1219,Pleocnemia irregularis (C. Presl) Holttum,Pleocnemia irregularis (C.Presl) Holttum,1461018,FALSE
Pleocnemia_irregularis,trnL-trnF,KJ196659,295,Pleocnemia irregularis (C. Presl) Holttum,Pleocnemia irregularis (C.Presl) Holttum,1461018,FALSE
Pleocnemia_leuzeana,atpB,KJ196508,1152,Pleocnemia leuzeana (Gaudich.) C. Presl,Pleocnemia leuzeana (Gaudich.) C.Presl,1524110,FALSE
Pleocnemia_leuzeana,matK,KJ196587,1232,Pleocnemia leuzeana (Gaudich.) C. Presl,Pleocnemia leuzeana (Gaudich.) C.Presl,1524110,FALSE
Pleocnemia_leuzeana,rbcL,KJ196830,1219,Pleocnemia leuzeana (Gaudich.) C. Presl,Pleocnemia leuzeana (Gaudich.) C.Presl,1524110,FALSE
Pleocnemia_olivacea,rbcL,KJ464495,1308,Pleocnemia olivacea (Copel.) Holttum,Pleocnemia olivacea (Copel.) Holttum,1521690,FALSE
Pleocnemia_olivacea,rps4-trnS,KJ464743,425,Pleocnemia olivacea (Copel.) Holttum,Pleocnemia olivacea (Copel.) Holttum,1521690,FALSE
Pleocnemia_presliana,atpB,KT831830,1094,Pleocnemia presliana Holttum,Pleocnemia presliana Holttum,1521691,FALSE
Pleocnemia_presliana,rbcL,KJ464496,1308,Pleocnemia presliana Holttum,Pleocnemia presliana Holttum,1521691,FALSE
Pleocnemia_presliana,rps4-trnS,KJ464744,425,Pleocnemia presliana Holttum,Pleocnemia presliana Holttum,1521691,FALSE
Pleocnemia_submembranacea,plastome,MT130681,67702,Pleocnemia submembranacea (Hayata) Tagawa & K. Iwats.,Pleocnemia winitii Holttum,450142,FALSE
Pleopeltis_acicularis,rbcL,EU650125,1272,Pleopeltis acicularis (Weath.) A. R. Sm. & T. Krömer,Pleopeltis polypodioides var. acicularis (Weath.) E.G.Andrews & Windham,548178,FALSE
Pleopeltis_acicularis,rps4,EU650164,563,Pleopeltis acicularis (Weath.) A. R. Sm. & T. Krömer,Pleopeltis polypodioides var. acicularis (Weath.) E.G.Andrews & Windham,548178,FALSE
Pleopeltis_acicularis,rps4-trnS,EU650164,556,Pleopeltis acicularis (Weath.) A. R. Sm. & T. Krömer,Pleopeltis polypodioides var. acicularis (Weath.) E.G.Andrews & Windham,548178,FALSE
Pleopeltis_acicularis,trnL-trnF,EU650086,318,Pleopeltis acicularis (Weath.) A. R. Sm. & T. Krömer,Pleopeltis polypodioides var. acicularis (Weath.) E.G.Andrews & Windham,548178,FALSE
Pleopeltis_angusta,rbcL,EU650123,1284,Pleopeltis angusta var. stenoloma (Fée) Farw.,Pleopeltis angusta var. stenoloma (Fee) Farw.,548173,FALSE
Pleopeltis_angusta,rps4,EU650162,562,Pleopeltis angusta var. stenoloma (Fée) Farw.,Pleopeltis angusta var. stenoloma (Fee) Farw.,548173,FALSE
Pleopeltis_angusta,rps4-trnS,EU650162,562,Pleopeltis angusta var. stenoloma (Fée) Farw.,Pleopeltis angusta var. stenoloma (Fee) Farw.,548173,FALSE
Pleopeltis_angusta,trnL-trnF,EU650084,320,Pleopeltis angusta var. stenoloma (Fée) Farw.,Pleopeltis angusta var. stenoloma (Fee) Farw.,548173,FALSE
Pleopeltis_appressa,rbcL,DQ642172,1287,Pleopeltis appressa M. Kessler & A. R. Sm.,Pleopeltis appressa M.Kessler & A.R.Sm.,392245,FALSE
Pleopeltis_appressa,rps4,DQ642211,574,Pleopeltis appressa M. Kessler & A. R. Sm.,Pleopeltis appressa M.Kessler & A.R.Sm.,392245,FALSE
Pleopeltis_appressa,rps4-trnS,DQ642211,492,Pleopeltis appressa M. Kessler & A. R. Sm.,Pleopeltis appressa M.Kessler & A.R.Sm.,392245,FALSE
Pleopeltis_appressa,trnL-trnF,DQ642259,306,Pleopeltis appressa M. Kessler & A. R. Sm.,Pleopeltis appressa M.Kessler & A.R.Sm.,392245,FALSE
Pleopeltis_astrolepis,rbcL,EU650106,1295,Pleopeltis astrolepis (Liebm.) E. Fourn.,Pleopeltis astrolepis (Liebm.) E.Fourn.,104277,FALSE
Pleopeltis_astrolepis,rps4,EU650145,565,Pleopeltis astrolepis (Liebm.) E. Fourn.,Pleopeltis astrolepis (Liebm.) E.Fourn.,104277,FALSE
Pleopeltis_astrolepis,rps4-trnS,EU650145,547,Pleopeltis astrolepis (Liebm.) E. Fourn.,Pleopeltis astrolepis (Liebm.) E.Fourn.,104277,FALSE
Pleopeltis_astrolepis,trnL-trnF,EU650067,287,Pleopeltis astrolepis (Liebm.) E. Fourn.,Pleopeltis astrolepis (Liebm.) E.Fourn.,104277,FALSE
Pleopeltis_ballivianii,rbcL,DQ642173,1081,Pleopeltis ballivianii (Rosenst.) A. R. Sm.,Pleopeltis ballivianii (Rosenst.) A.R.Sm.,392246,FALSE
Pleopeltis_ballivianii,rps4,DQ642212,573,Pleopeltis ballivianii (Rosenst.) A. R. Sm.,Pleopeltis ballivianii (Rosenst.) A.R.Sm.,392246,FALSE
Pleopeltis_ballivianii,rps4-trnS,DQ642212,554,Pleopeltis ballivianii (Rosenst.) A. R. Sm.,Pleopeltis ballivianii (Rosenst.) A.R.Sm.,392246,FALSE
Pleopeltis_ballivianii,trnL-trnF,DQ642260,288,Pleopeltis ballivianii (Rosenst.) A. R. Sm.,Pleopeltis ballivianii (Rosenst.) A.R.Sm.,392246,FALSE
Pleopeltis_bombycina,rbcL,EU650136,1282,Pleopeltis bombycina (Maxon) A. R. Sm.,Pleopeltis bombycina (Maxon) A.R.Sm.,253854,FALSE
Pleopeltis_bombycina,rps4,EU650175,563,Pleopeltis bombycina (Maxon) A. R. Sm.,Pleopeltis bombycina (Maxon) A.R.Sm.,253854,FALSE
Pleopeltis_bombycina,rps4-trnS,EU650175,574,Pleopeltis bombycina (Maxon) A. R. Sm.,Pleopeltis bombycina (Maxon) A.R.Sm.,253854,FALSE
Pleopeltis_bombycina,trnL-trnF,EU650097,272,Pleopeltis bombycina (Maxon) A. R. Sm.,Pleopeltis bombycina (Maxon) A.R.Sm.,253854,FALSE
Pleopeltis_bradeorum,rbcL,AY362614,1280,Pleopeltis bradeorum (Rosenst.) A. R. Sm. & Tejero,Pleopeltis bradeorum (Rosenst.) A.R.Sm. & Tejero,253795,FALSE
Pleopeltis_bradeorum,rps4,AY362686,565,Pleopeltis bradeorum (Rosenst.) A. R. Sm. & Tejero,Pleopeltis bradeorum (Rosenst.) A.R.Sm. & Tejero,253795,FALSE
Pleopeltis_bradeorum,rps4-trnS,AY362686,546,Pleopeltis bradeorum (Rosenst.) A. R. Sm. & Tejero,Pleopeltis bradeorum (Rosenst.) A.R.Sm. & Tejero,253795,FALSE
Pleopeltis_buchtienii,rbcL,DQ642175,1298,Pleopeltis buchtienii (Christ & Rosenst.) A. R. Sm.,Pleopeltis buchtienii (H.Christ & Rosenst.) A.R.Sm.,392247,FALSE
Pleopeltis_buchtienii,rps4,DQ642214,570,Pleopeltis buchtienii (Christ & Rosenst.) A. R. Sm.,Pleopeltis buchtienii (H.Christ & Rosenst.) A.R.Sm.,392247,FALSE
Pleopeltis_buchtienii,rps4-trnS,DQ642214,547,Pleopeltis buchtienii (Christ & Rosenst.) A. R. Sm.,Pleopeltis buchtienii (H.Christ & Rosenst.) A.R.Sm.,392247,FALSE
Pleopeltis_buchtienii,trnL-trnF,DQ642262,276,Pleopeltis buchtienii (Christ & Rosenst.) A. R. Sm.,Pleopeltis buchtienii (H.Christ & Rosenst.) A.R.Sm.,392247,FALSE
Pleopeltis_burchellii,trnL-trnF,HQ641029,722,Pleopeltis burchellii (Baker) Hickey & Sprunt ex A. R. Sm.,Pleopeltis polypodioides var. burchellii (Baker) A.R.Sm.,989142,FALSE
Pleopeltis_christensenii,atpB,KM114060,1147,Pleopeltis christensenii A. R. Sm.,Pleopeltis christensenii A.R.Sm. ,548171,FALSE
Pleopeltis_christensenii,rbcL,KJ628697,1299,Pleopeltis christensenii A. R. Sm.,Pleopeltis christensenii A.R.Sm. ,548171,FALSE
Pleopeltis_christensenii,rps4,EU650138,581,Pleopeltis christensenii A. R. Sm.,Pleopeltis christensenii A.R.Sm. ,548171,FALSE
Pleopeltis_christensenii,rps4-trnS,EU650138,543,Pleopeltis christensenii A. R. Sm.,Pleopeltis christensenii A.R.Sm. ,548171,FALSE
Pleopeltis_collinsii,rbcL,EU650130,1309,Pleopeltis collinsii (Maxon) A. R. Sm. & Tejero,Pleopeltis collinsii (Maxon) A.R.Sm. & Tejero,548182,FALSE
Pleopeltis_collinsii,rps4,EU650169,565,Pleopeltis collinsii (Maxon) A. R. Sm. & Tejero,Pleopeltis collinsii (Maxon) A.R.Sm. & Tejero,548182,FALSE
Pleopeltis_collinsii,rps4-trnS,EU650169,563,Pleopeltis collinsii (Maxon) A. R. Sm. & Tejero,Pleopeltis collinsii (Maxon) A.R.Sm. & Tejero,548182,FALSE
